seed,seatOrder,botJ1,botJ2,winner,winnerFaction,reasonCategory,rounds,blocked,firstPlayerWon,dominationJ1,dominationJ2,unitsLeftJ1,unitsLeftJ2,producedJ1,producedJ2,spentJ1,spentJ2,unspentJ1,unspentJ2,passiveJ1,passiveJ2,decisiveUnit
greenwar-v0.2.6-188,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,5,5,7,10,14,6,8,9,11,0,0,roseau
greenwar-v0.2.6-189,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,6,25,13,12,8,18,10,0,0,roseau
greenwar-v0.2.6-190,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,4,22,12,6,8,21,9,0,0,carotte
greenwar-v0.2.6-191,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,6,18,15,10,10,13,10,0,0,roseau
greenwar-v0.2.6-192,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,6,18,17,10,12,13,10,0,0,roseau
greenwar-v0.2.6-193,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,18,14,10,10,13,9,0,0,carotte
greenwar-v0.2.6-194,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,6,18,16,8,10,15,11,0,0,algue
greenwar-v0.2.6-195,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,6,6,14,13,6,10,13,8,1,0,roseau
greenwar-v0.2.6-196,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,4,22,17,12,8,15,14,0,0,roseau
greenwar-v0.2.6-197,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,1,7,4,21,14,12,10,14,9,0,0,carotte
greenwar-v0.2.6-198,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,6,20,17,10,10,15,12,0,0,carotte
greenwar-v0.2.6-199,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,5,5,6,16,13,8,8,13,10,0,0,roseau
greenwar-v0.2.6-200,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,3,4,14,19,4,10,15,14,0,0,roseau
greenwar-v0.2.6-201,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,3,6,8,15,6,12,7,8,0,0,roseau
greenwar-v0.2.6-202,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,0,8,3,25,11,10,4,20,12,0,0,carotte
greenwar-v0.2.6-203,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,7,17,11,8,8,14,8,0,0,roseau
greenwar-v0.2.6-204,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,5,23,10,12,8,16,7,0,0,roseau
greenwar-v0.2.6-205,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,3,3,8,6,26,17,14,10,17,12,0,0,carotte
greenwar-v0.2.6-206,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,0,5,5,22,19,12,12,15,12,0,0,carotte
greenwar-v0.2.6-207,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,3,23,13,10,4,18,14,0,0,nenuphar
greenwar-v0.2.6-208,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,6,7,15,16,6,8,14,13,0,0,algue
greenwar-v0.2.6-209,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,5,25,14,12,8,18,11,0,0,carotte
greenwar-v0.2.6-210,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,4,4,16,15,6,10,15,10,0,0,roseau
greenwar-v0.2.6-211,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,6,14,14,10,8,9,11,0,0,
greenwar-v0.2.6-212,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,4,8,6,24,19,12,8,17,16,0,0,nenuphar
greenwar-v0.2.6-213,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,18,11,10,8,13,8,0,0,carotte
greenwar-v0.2.6-214,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,7,16,17,12,12,9,10,0,0,tomate
greenwar-v0.2.6-215,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,5,18,13,6,8,17,10,0,0,tomate
greenwar-v0.2.6-216,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,7,7,22,17,10,10,17,12,0,0,roseau
greenwar-v0.2.6-217,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,7,17,11,8,8,14,8,0,0,roseau
greenwar-v0.2.6-218,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,7,5,19,14,8,8,16,11,0,0,roseau
greenwar-v0.2.6-219,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,1,0,8,6,24,10,14,10,15,5,0,0,carotte
greenwar-v0.2.6-220,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,5,5,6,12,11,6,8,11,8,0,0,roseau
greenwar-v0.2.6-221,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,7,16,13,8,8,13,10,0,0,roseau
greenwar-v0.2.6-222,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,6,7,21,15,10,12,16,8,0,0,roseau
greenwar-v0.2.6-223,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,5,20,12,10,6,15,11,0,0,roseau
greenwar-v0.2.6-224,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,23,11,10,8,18,8,0,0,roseau
greenwar-v0.2.6-225,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,6,15,17,10,12,10,10,0,0,roseau
greenwar-v0.2.6-226,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,5,13,13,6,8,12,10,0,0,roseau
greenwar-v0.2.6-227,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,4,15,9,6,8,14,6,1,0,roseau
greenwar-v0.2.6-228,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,5,5,22,16,12,12,15,9,0,0,roseau
greenwar-v0.2.6-229,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,5,6,18,14,6,10,17,9,0,0,roseau
greenwar-v0.2.6-230,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,5,8,18,11,4,10,19,6,0,0,roseau
greenwar-v0.2.6-231,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,4,27,12,12,10,20,7,0,0,nenuphar
greenwar-v0.2.6-232,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,25,17,12,10,18,12,0,0,carotte
greenwar-v0.2.6-233,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,5,6,21,16,10,12,16,9,0,0,roseau
greenwar-v0.2.6-234,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,14,16,10,10,9,11,0,0,roseau
greenwar-v0.2.6-235,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,5,8,6,19,14,12,12,12,7,0,0,roseau
greenwar-v0.2.6-236,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,6,6,17,17,8,10,14,12,0,0,roseau
greenwar-v0.2.6-237,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,4,6,21,18,8,10,18,13,0,0,roseau
greenwar-v0.2.6-238,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,6,19,12,10,10,14,7,0,0,roseau
greenwar-v0.2.6-239,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,7,21,14,12,12,14,7,0,0,haricot
greenwar-v0.2.6-240,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,6,8,24,17,10,14,19,8,0,0,nenuphar
greenwar-v0.2.6-241,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,7,22,15,10,10,17,10,0,0,roseau
greenwar-v0.2.6-242,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,4,20,15,12,10,13,10,0,0,roseau
greenwar-v0.2.6-243,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,5,15,15,8,10,12,10,0,0,nenuphar
greenwar-v0.2.6-244,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,3,15,5,8,4,12,6,0,0,roseau
greenwar-v0.2.6-245,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,6,23,13,12,8,16,10,0,0,roseau
greenwar-v0.2.6-246,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,19,12,10,8,14,9,0,0,roseau
greenwar-v0.2.6-247,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,4,23,15,12,6,16,14,0,0,carotte
greenwar-v0.2.6-248,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,4,6,16,14,6,8,15,11,0,0,roseau
greenwar-v0.2.6-249,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,4,7,12,14,4,8,13,11,0,0,algue
greenwar-v0.2.6-250,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,7,6,20,13,10,10,15,8,0,0,roseau
greenwar-v0.2.6-251,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,7,4,19,15,10,8,14,12,0,0,roseau
greenwar-v0.2.6-252,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,21,15,10,12,16,8,0,0,roseau
greenwar-v0.2.6-253,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,2,2,5,5,17,19,6,10,16,14,0,0,carotte
greenwar-v0.2.6-254,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,4,17,8,8,6,14,7,0,0,roseau
greenwar-v0.2.6-255,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,6,19,12,6,6,18,11,0,0,roseau
greenwar-v0.2.6-256,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,6,17,9,10,10,12,4,0,0,roseau
greenwar-v0.2.6-257,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,23,15,8,10,20,10,0,0,roseau
greenwar-v0.2.6-258,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,5,5,19,20,8,10,16,15,0,0,algue
greenwar-v0.2.6-259,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,5,19,17,10,10,14,12,0,0,tomate
greenwar-v0.2.6-260,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,5,6,22,16,8,10,19,11,0,0,roseau
greenwar-v0.2.6-261,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,5,7,14,13,6,8,13,10,0,0,roseau
greenwar-v0.2.6-262,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,1,7,6,30,17,14,10,21,12,0,0,carotte
greenwar-v0.2.6-263,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,1,8,6,26,10,10,6,21,9,0,0,carotte
greenwar-v0.2.6-264,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,19,14,8,6,16,13,0,0,roseau
greenwar-v0.2.6-265,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,20,15,8,8,17,12,0,0,roseau
greenwar-v0.2.6-266,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,8,3,21,8,12,4,14,9,0,0,roseau
greenwar-v0.2.6-267,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,7,15,12,8,8,12,9,0,0,roseau
greenwar-v0.2.6-268,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,1,0,7,4,27,10,12,6,20,9,0,0,
greenwar-v0.2.6-269,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,7,19,18,10,10,14,13,0,0,roseau
greenwar-v0.2.6-270,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,7,22,20,14,10,13,15,0,0,haricot
greenwar-v0.2.6-271,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,6,25,18,14,12,16,11,0,0,roseau
greenwar-v0.2.6-272,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,8,6,22,19,12,12,15,12,0,0,carotte
greenwar-v0.2.6-273,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,3,19,12,8,6,16,11,0,0,tomate
greenwar-v0.2.6-274,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,6,21,13,10,10,16,8,0,0,roseau
greenwar-v0.2.6-275,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,5,4,14,16,8,10,11,11,1,0,
greenwar-v0.2.6-276,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,16,14,8,10,13,9,0,0,roseau
greenwar-v0.2.6-277,1>2,random,random,2,Hydrophytes,domination,6,0,0,3,4,7,8,21,19,10,10,16,14,0,0,algue
greenwar-v0.2.6-278,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,4,18,13,8,8,15,10,0,0,nenuphar
greenwar-v0.2.6-279,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,5,21,12,12,10,14,7,0,0,carotte
greenwar-v0.2.6-280,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,4,7,20,15,4,8,21,12,0,0,nenuphar
greenwar-v0.2.6-281,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,6,21,15,8,8,18,12,0,0,roseau
greenwar-v0.2.6-282,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,4,5,20,13,4,8,21,10,0,0,roseau
greenwar-v0.2.6-283,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,5,19,11,6,6,18,10,0,0,roseau
greenwar-v0.2.6-284,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,26,10,14,8,17,7,0,0,carotte
greenwar-v0.2.6-285,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,6,24,19,14,12,15,12,0,0,nenuphar
greenwar-v0.2.6-286,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,3,19,12,12,6,12,11,0,0,
greenwar-v0.2.6-287,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,4,6,19,13,8,12,16,6,0,0,roseau
greenwar-v0.2.6-288,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,4,25,11,12,8,18,8,0,0,carotte
greenwar-v0.2.6-289,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,5,5,6,17,14,10,10,12,9,0,0,roseau
greenwar-v0.2.6-290,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,5,22,17,8,8,19,14,0,0,carotte
greenwar-v0.2.6-291,1>2,random,random,2,Hydrophytes,domination,5,0,0,2,4,7,6,17,13,8,8,14,10,0,0,roseau
greenwar-v0.2.6-292,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,21,15,12,8,14,12,0,0,roseau
greenwar-v0.2.6-293,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,27,19,14,12,18,12,0,0,roseau
greenwar-v0.2.6-294,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,6,23,18,8,10,20,13,0,0,roseau
greenwar-v0.2.6-295,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,5,4,19,18,10,12,14,11,0,0,roseau
greenwar-v0.2.6-296,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,14,12,8,8,11,9,0,0,roseau
greenwar-v0.2.6-297,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,3,3,8,8,22,12,10,10,17,7,0,0,carotte
greenwar-v0.2.6-298,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,6,21,16,8,8,18,13,0,0,roseau
greenwar-v0.2.6-299,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,22,15,10,8,17,12,0,0,roseau
greenwar-v0.2.6-300,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,5,7,16,19,6,10,15,14,2,0,roseau
greenwar-v0.2.6-301,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,18,17,8,12,15,10,0,0,roseau
greenwar-v0.2.6-302,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,21,17,10,10,16,12,0,0,tomate
greenwar-v0.2.6-303,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,6,7,20,15,10,10,15,10,0,0,roseau
greenwar-v0.2.6-304,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,6,21,11,12,8,14,8,0,0,haricot
greenwar-v0.2.6-305,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,22,14,10,10,17,9,0,0,roseau
greenwar-v0.2.6-306,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,5,19,12,8,8,16,9,0,0,algue
greenwar-v0.2.6-307,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,5,20,15,8,10,17,10,0,0,algue
greenwar-v0.2.6-308,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,4,21,13,10,8,16,10,0,0,nenuphar
greenwar-v0.2.6-309,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,6,5,13,15,6,8,12,12,0,0,algue
greenwar-v0.2.6-310,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,7,5,18,18,12,10,11,13,0,0,roseau
greenwar-v0.2.6-311,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,4,20,12,10,8,15,9,0,0,carotte
greenwar-v0.2.6-312,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,7,4,20,17,12,10,13,12,0,0,nenuphar
greenwar-v0.2.6-313,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,16,19,8,12,13,12,0,0,roseau
greenwar-v0.2.6-314,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,5,22,13,10,10,17,8,0,0,carotte
greenwar-v0.2.6-315,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,6,18,12,6,10,17,7,0,0,roseau
greenwar-v0.2.6-316,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,5,19,16,12,6,12,15,0,0,algue
greenwar-v0.2.6-317,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,8,6,23,19,10,10,18,14,0,0,algue
greenwar-v0.2.6-318,1>2,random,random,1,Nourricières,domination,6,0,1,4,1,8,2,23,14,12,6,16,13,0,0,carotte
greenwar-v0.2.6-319,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,7,6,20,15,10,10,15,10,0,0,roseau
greenwar-v0.2.6-320,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,23,17,12,10,16,12,0,0,roseau
greenwar-v0.2.6-321,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,8,6,21,11,12,10,14,6,0,0,roseau
greenwar-v0.2.6-322,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,7,2,24,13,12,4,17,14,0,0,carotte
greenwar-v0.2.6-323,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,7,5,17,10,8,6,14,9,0,0,roseau
greenwar-v0.2.6-324,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,5,19,11,10,8,14,8,0,0,roseau
greenwar-v0.2.6-325,1>2,random,random,2,Hydrophytes,tiebreak-unites,6,0,0,1,1,5,6,17,15,8,8,14,12,0,0,nenuphar
greenwar-v0.2.6-326,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,7,7,20,18,12,12,13,11,0,0,roseau
greenwar-v0.2.6-327,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,8,4,22,15,12,8,15,12,0,0,algue
greenwar-v0.2.6-328,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,1,0,6,5,19,17,12,10,12,12,0,0,carotte
greenwar-v0.2.6-329,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,5,27,14,12,8,20,11,0,0,carotte
greenwar-v0.2.6-330,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,7,6,14,12,8,8,11,9,0,0,roseau
greenwar-v0.2.6-331,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,5,7,23,10,12,10,16,5,0,0,algue
greenwar-v0.2.6-332,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,6,7,14,11,8,8,11,8,1,0,algue
greenwar-v0.2.6-333,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,6,7,19,14,10,10,14,9,0,0,roseau
greenwar-v0.2.6-334,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,8,5,21,15,10,8,16,12,0,0,roseau
greenwar-v0.2.6-335,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,4,7,5,19,13,8,8,16,10,0,0,algue
greenwar-v0.2.6-336,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,0,7,4,20,10,10,6,15,9,0,0,
greenwar-v0.2.6-337,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,4,6,20,14,6,10,19,9,0,0,roseau
greenwar-v0.2.6-338,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,3,2,7,5,27,14,14,10,18,9,0,0,carotte
greenwar-v0.2.6-339,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,1,1,6,6,18,12,10,10,13,7,0,0,tomate
greenwar-v0.2.6-340,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,6,12,11,8,6,9,10,0,0,roseau
greenwar-v0.2.6-341,1>2,random,random,2,Hydrophytes,domination,5,0,0,1,4,4,7,11,10,4,10,12,5,1,0,roseau
greenwar-v0.2.6-342,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,1,5,4,19,13,8,6,16,12,0,0,roseau
greenwar-v0.2.6-343,1>2,random,random,2,Hydrophytes,domination,5,0,0,0,5,3,6,13,15,4,8,14,12,0,0,roseau
greenwar-v0.2.6-344,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,22,11,12,6,15,10,0,0,carotte
greenwar-v0.2.6-345,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,4,6,19,23,8,10,16,18,0,0,roseau
greenwar-v0.2.6-346,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,5,19,9,8,8,16,6,0,0,algue
greenwar-v0.2.6-347,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,8,4,18,14,10,6,13,13,0,0,carotte
greenwar-v0.2.6-348,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,1,1,6,6,18,17,10,10,13,12,0,0,carotte
greenwar-v0.2.6-349,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,5,5,22,16,8,8,19,13,0,0,roseau
greenwar-v0.2.6-350,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,4,6,15,16,4,12,16,9,0,0,roseau
greenwar-v0.2.6-351,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,8,4,22,11,12,6,15,10,0,0,carotte
greenwar-v0.2.6-352,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,8,7,24,15,12,10,17,10,0,0,carotte
greenwar-v0.2.6-353,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,6,7,13,18,8,12,10,11,1,0,roseau
greenwar-v0.2.6-354,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,5,5,8,11,15,4,10,12,10,0,0,roseau
greenwar-v0.2.6-355,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,1,0,7,5,23,13,10,10,18,8,0,0,carotte
greenwar-v0.2.6-356,1>2,random,random,1,Nourricières,tiebreak-terrains,6,0,1,2,1,6,3,19,14,10,8,14,11,0,0,tomate
greenwar-v0.2.6-357,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,4,8,5,20,11,12,10,13,6,0,0,roseau
greenwar-v0.2.6-358,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,7,21,20,10,10,16,15,0,0,roseau
greenwar-v0.2.6-359,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,7,6,22,18,12,12,15,11,0,0,roseau
greenwar-v0.2.6-360,1>2,random,random,2,Hydrophytes,domination,5,0,0,3,4,5,4,19,10,8,6,16,9,0,0,nenuphar
greenwar-v0.2.6-361,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,7,5,22,12,8,6,19,11,0,0,roseau
greenwar-v0.2.6-362,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,5,5,12,18,4,10,13,13,1,0,roseau
greenwar-v0.2.6-363,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,2,3,4,6,15,13,4,8,16,10,0,0,algue
greenwar-v0.2.6-364,1>2,random,random,1,Nourricières,tiebreak-ressources,6,0,1,2,2,7,7,20,17,10,12,15,10,0,0,tomate
greenwar-v0.2.6-365,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,6,3,16,11,8,4,13,12,0,0,carotte
greenwar-v0.2.6-366,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,3,7,6,15,10,8,8,12,7,0,0,roseau
greenwar-v0.2.6-367,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,1,1,7,4,21,9,12,8,14,6,0,0,carotte
greenwar-v0.2.6-368,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,5,6,7,19,15,10,10,14,10,0,0,roseau
greenwar-v0.2.6-369,1>2,random,random,2,Hydrophytes,domination,6,0,0,2,5,6,7,19,16,8,10,16,11,0,0,roseau
greenwar-v0.2.6-370,1>2,random,random,2,Hydrophytes,domination,6,0,0,1,4,7,7,25,18,12,12,18,11,0,0,algue
greenwar-v0.2.6-371,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,2,8,5,24,18,12,10,17,13,0,0,roseau
greenwar-v0.2.6-372,1>2,random,random,2,Hydrophytes,domination,6,0,0,0,4,6,7,22,19,8,10,19,14,0,0,nenuphar
greenwar-v0.2.6-373,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,0,3,5,8,19,16,8,10,16,11,1,0,roseau
greenwar-v0.2.6-374,1>2,random,random,2,Hydrophytes,tiebreak-terrains,6,0,0,1,2,6,6,22,15,12,12,15,8,0,0,roseau
greenwar-v0.2.6-375,1>2,random,random,1,Nourricières,tiebreak-unites,6,0,1,2,2,7,3,26,16,10,8,21,13,0,0,carotte
