seed,seatOrder,botJ1,botJ2,winner,winnerFaction,reasonCategory,rounds,blocked,firstPlayerWon,dominationJ1,dominationJ2,unitsLeftJ1,unitsLeftJ2,producedJ1,producedJ2,spentJ1,spentJ2,unspentJ1,unspentJ2,passiveJ1,passiveJ2,decisiveUnit
greenwar-v0.2.6-301,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,3,6,22,15,8,8,19,12,0,0,algue
greenwar-v0.2.6-302,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,7,7,19,13,8,8,16,10,0,0,roseau
greenwar-v0.2.6-303,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,5,20,10,12,10,13,5,0,0,roseau
greenwar-v0.2.6-304,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,8,7,24,14,12,10,17,9,0,0,tomate
greenwar-v0.2.6-305,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,4,6,7,18,10,8,10,15,5,0,0,nenuphar
greenwar-v0.2.6-306,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,6,5,17,13,8,8,14,10,0,0,haricot
greenwar-v0.2.6-307,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,3,3,7,6,22,12,12,10,15,7,0,0,carotte
greenwar-v0.2.6-308,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,0,0,4,6,21,16,6,10,20,11,0,0,roseau
greenwar-v0.2.6-309,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,6,5,16,10,6,8,15,7,0,0,tomate
greenwar-v0.2.6-310,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,2,7,6,16,16,10,10,11,11,0,0,carotte
greenwar-v0.2.6-311,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,5,4,15,18,6,8,14,15,0,0,roseau
greenwar-v0.2.6-312,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,5,23,13,10,10,18,8,0,0,roseau
greenwar-v0.2.6-313,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,6,5,18,11,8,10,15,6,1,0,roseau
greenwar-v0.2.6-314,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,6,6,17,12,10,10,12,7,0,0,carotte
greenwar-v0.2.6-315,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,5,5,7,21,19,10,12,16,12,0,0,roseau
greenwar-v0.2.6-316,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,5,4,19,11,10,8,14,8,0,0,roseau
greenwar-v0.2.6-317,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,2,2,6,7,19,18,8,10,16,13,0,0,roseau
greenwar-v0.2.6-318,2>1,random,random,2,Hydrophytes,domination,6,0,1,3,5,6,7,22,18,12,12,15,11,0,0,roseau
greenwar-v0.2.6-319,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,7,6,20,10,10,10,15,5,0,0,roseau
greenwar-v0.2.6-320,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,1,4,4,20,15,8,8,17,12,0,0,roseau
greenwar-v0.2.6-321,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,5,6,19,17,10,10,14,12,0,0,roseau
greenwar-v0.2.6-322,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,1,8,5,18,15,12,8,11,12,0,0,roseau
greenwar-v0.2.6-323,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,8,4,18,7,10,6,13,6,0,0,haricot
greenwar-v0.2.6-324,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,8,16,11,6,12,15,4,0,0,roseau
greenwar-v0.2.6-325,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,6,20,15,12,8,13,12,0,0,carotte
greenwar-v0.2.6-326,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,1,0,7,5,19,14,12,10,12,9,0,0,carotte
greenwar-v0.2.6-327,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,6,22,19,12,10,15,14,0,0,roseau
greenwar-v0.2.6-328,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,6,6,27,15,14,10,18,10,0,0,roseau
greenwar-v0.2.6-329,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,6,7,16,10,8,10,13,5,0,0,roseau
greenwar-v0.2.6-330,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,6,7,18,10,6,8,17,7,0,0,roseau
greenwar-v0.2.6-331,2>1,random,random,1,Nourricières,domination,6,0,0,4,3,7,5,24,13,12,8,17,10,0,0,carotte
greenwar-v0.2.6-332,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,4,15,16,8,12,12,9,1,0,roseau
greenwar-v0.2.6-333,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,5,7,18,17,8,12,15,10,0,0,nenuphar
greenwar-v0.2.6-334,2>1,random,random,2,Hydrophytes,domination,6,0,1,2,4,7,6,22,12,8,10,19,7,0,0,roseau
greenwar-v0.2.6-335,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,4,7,7,20,9,8,8,17,6,0,0,nenuphar
greenwar-v0.2.6-336,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,5,5,17,16,8,10,14,11,0,0,nenuphar
greenwar-v0.2.6-337,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,6,25,14,10,10,20,9,0,0,roseau
greenwar-v0.2.6-338,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,7,23,19,12,12,16,12,0,0,roseau
greenwar-v0.2.6-339,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,4,23,20,14,10,14,15,0,0,tomate
greenwar-v0.2.6-340,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,6,17,15,10,8,12,12,0,0,roseau
greenwar-v0.2.6-341,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,6,6,18,14,10,8,13,11,0,0,roseau
greenwar-v0.2.6-342,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,4,20,10,8,6,17,9,0,0,roseau
greenwar-v0.2.6-343,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,1,6,3,21,13,12,6,14,12,0,0,roseau
greenwar-v0.2.6-344,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,2,7,5,19,13,8,12,16,6,0,0,carotte
greenwar-v0.2.6-345,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,4,25,14,12,8,18,11,0,0,carotte
greenwar-v0.2.6-346,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,6,5,18,12,6,8,17,9,1,0,carotte
greenwar-v0.2.6-347,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,6,17,13,8,8,14,10,0,0,roseau
greenwar-v0.2.6-348,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,7,6,22,13,12,10,15,8,0,0,roseau
greenwar-v0.2.6-349,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,6,6,16,13,8,10,13,8,0,0,roseau
greenwar-v0.2.6-350,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,7,5,20,10,12,6,13,9,0,0,carotte
greenwar-v0.2.6-351,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,0,8,6,19,13,12,12,12,6,0,0,haricot
greenwar-v0.2.6-352,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,6,6,20,9,10,8,15,6,0,0,roseau
greenwar-v0.2.6-353,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,5,5,17,14,8,8,14,11,0,0,roseau
greenwar-v0.2.6-354,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,6,7,16,17,10,8,11,14,0,0,algue
greenwar-v0.2.6-355,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,6,6,17,14,8,8,14,11,0,0,algue
greenwar-v0.2.6-356,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,4,5,17,14,8,8,14,11,0,0,roseau
greenwar-v0.2.6-357,2>1,random,random,1,Nourricières,tiebreak-ressources,6,0,0,2,2,6,6,19,15,8,12,16,8,0,0,carotte
greenwar-v0.2.6-358,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,7,6,14,12,10,6,9,11,0,0,roseau
greenwar-v0.2.6-359,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,7,6,24,12,10,10,19,7,0,0,roseau
greenwar-v0.2.6-360,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,4,27,13,10,8,22,10,0,0,carotte
greenwar-v0.2.6-361,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,6,6,18,13,6,8,17,10,0,0,roseau
greenwar-v0.2.6-362,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,7,4,20,13,12,8,13,10,0,0,carotte
greenwar-v0.2.6-363,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,8,6,16,11,10,10,11,6,0,0,roseau
greenwar-v0.2.6-364,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,8,5,22,16,12,8,15,13,0,0,roseau
greenwar-v0.2.6-365,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,6,7,18,21,6,12,17,14,0,0,roseau
greenwar-v0.2.6-366,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,6,16,12,8,8,13,9,0,0,roseau
greenwar-v0.2.6-367,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,5,6,16,17,8,12,13,10,0,0,roseau
greenwar-v0.2.6-368,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,8,3,22,15,12,6,15,14,0,0,roseau
greenwar-v0.2.6-369,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,5,19,7,10,6,14,6,0,0,haricot
greenwar-v0.2.6-370,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,5,6,19,10,8,8,16,7,0,0,roseau
greenwar-v0.2.6-371,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,5,19,18,12,10,12,13,0,0,carotte
greenwar-v0.2.6-372,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,4,21,8,10,6,16,7,0,0,roseau
greenwar-v0.2.6-373,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,4,26,15,10,6,21,14,0,0,
greenwar-v0.2.6-374,2>1,random,random,1,Nourricières,domination,6,0,0,4,2,8,5,25,15,14,10,16,10,0,0,carotte
greenwar-v0.2.6-375,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,6,6,22,12,8,6,19,11,0,0,roseau
greenwar-v0.2.6-376,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,4,18,10,10,6,13,9,0,0,carotte
greenwar-v0.2.6-377,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,6,18,17,10,10,13,12,0,0,roseau
greenwar-v0.2.6-378,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,6,3,18,11,10,10,13,6,0,0,carotte
greenwar-v0.2.6-379,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,4,6,16,14,6,8,15,11,0,0,algue
greenwar-v0.2.6-380,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,2,2,5,8,19,13,6,10,18,8,0,0,roseau
greenwar-v0.2.6-381,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,7,5,20,20,10,12,15,13,0,0,tomate
greenwar-v0.2.6-382,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,8,6,19,11,10,6,14,10,0,0,roseau
greenwar-v0.2.6-383,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,8,5,20,14,12,8,13,11,0,0,tomate
greenwar-v0.2.6-384,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,7,7,25,16,14,12,16,9,0,0,algue
greenwar-v0.2.6-385,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,6,6,20,13,10,10,15,8,0,0,roseau
greenwar-v0.2.6-386,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,5,17,11,12,8,10,8,0,0,roseau
greenwar-v0.2.6-387,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,6,6,17,15,12,6,10,14,0,0,roseau
greenwar-v0.2.6-388,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,6,5,17,10,8,8,14,7,0,0,roseau
greenwar-v0.2.6-389,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,7,5,20,12,10,8,15,9,0,0,carotte
greenwar-v0.2.6-390,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,0,7,5,21,20,12,12,14,13,0,0,carotte
greenwar-v0.2.6-391,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,6,6,18,13,10,8,13,10,0,0,roseau
greenwar-v0.2.6-392,2>1,random,random,1,Nourricières,domination,6,0,0,4,3,7,5,26,13,12,8,19,10,0,0,carotte
greenwar-v0.2.6-393,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,4,7,19,17,6,12,18,10,1,0,roseau
greenwar-v0.2.6-394,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,5,7,16,18,6,14,15,9,0,0,roseau
greenwar-v0.2.6-395,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,3,3,7,5,23,14,10,10,18,9,0,0,carotte
greenwar-v0.2.6-396,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,2,2,6,7,25,18,8,10,22,13,0,0,roseau
greenwar-v0.2.6-397,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,5,6,16,14,6,10,15,9,1,0,roseau
greenwar-v0.2.6-398,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,4,6,16,16,6,10,15,11,0,0,roseau
greenwar-v0.2.6-399,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,7,6,23,13,10,8,18,10,0,0,roseau
greenwar-v0.2.6-400,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,4,6,22,12,6,10,21,7,0,0,roseau
greenwar-v0.2.6-401,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,1,0,7,4,20,9,12,8,13,6,0,1,carotte
greenwar-v0.2.6-402,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,5,3,21,15,10,6,16,14,0,0,tomate
greenwar-v0.2.6-403,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,6,6,16,14,8,12,13,7,0,0,roseau
greenwar-v0.2.6-404,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,8,6,21,20,12,10,14,15,0,0,carotte
greenwar-v0.2.6-405,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,7,6,18,19,12,12,11,12,0,0,carotte
greenwar-v0.2.6-406,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,5,19,16,10,10,14,11,0,0,roseau
greenwar-v0.2.6-407,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,3,19,15,10,12,14,8,0,0,roseau
greenwar-v0.2.6-408,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,7,6,19,14,12,10,12,9,0,0,carotte
greenwar-v0.2.6-409,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,5,21,18,8,10,18,13,0,0,algue
greenwar-v0.2.6-410,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,6,23,10,10,6,18,9,0,0,roseau
greenwar-v0.2.6-411,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,2,2,7,8,21,13,12,12,14,6,0,0,roseau
greenwar-v0.2.6-412,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,8,5,22,14,12,10,15,9,0,0,carotte
greenwar-v0.2.6-413,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,8,5,19,13,10,8,14,10,0,0,carotte
greenwar-v0.2.6-414,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,6,5,20,12,10,10,15,7,0,0,roseau
greenwar-v0.2.6-415,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,5,23,18,8,10,20,13,0,0,roseau
greenwar-v0.2.6-416,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,2,8,4,22,17,10,10,17,12,0,0,tomate
greenwar-v0.2.6-417,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,5,6,16,16,8,10,13,11,0,0,roseau
greenwar-v0.2.6-418,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,6,4,21,14,12,10,14,9,0,0,carotte
greenwar-v0.2.6-419,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,6,5,23,9,10,6,18,8,0,0,roseau
greenwar-v0.2.6-420,2>1,random,random,2,Hydrophytes,tiebreak-unites,6,0,1,2,2,5,6,23,16,12,10,16,11,0,0,roseau
greenwar-v0.2.6-421,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,7,21,13,10,8,16,10,0,0,roseau
greenwar-v0.2.6-422,2>1,random,random,1,Nourricières,tiebreak-ressources,6,0,0,2,2,4,4,17,12,10,10,12,7,0,0,haricot
greenwar-v0.2.6-423,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,5,7,17,13,10,10,12,8,0,0,roseau
greenwar-v0.2.6-424,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,5,4,20,17,10,6,15,16,0,0,roseau
greenwar-v0.2.6-425,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,6,4,23,12,12,10,16,7,0,0,carotte
greenwar-v0.2.6-426,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,5,7,7,19,13,12,10,12,8,0,0,roseau
greenwar-v0.2.6-427,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,7,7,20,18,10,14,15,9,0,0,carotte
greenwar-v0.2.6-428,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,8,6,19,15,10,8,14,12,0,0,
greenwar-v0.2.6-429,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,7,4,24,17,12,8,17,14,0,0,algue
greenwar-v0.2.6-430,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,6,4,27,16,10,10,22,11,0,0,carotte
greenwar-v0.2.6-431,2>1,random,random,2,Hydrophytes,domination,6,0,1,3,4,8,7,19,12,10,10,14,7,0,0,roseau
greenwar-v0.2.6-432,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,5,24,16,12,8,17,13,0,0,roseau
greenwar-v0.2.6-433,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,6,5,17,16,6,6,16,15,0,0,nenuphar
greenwar-v0.2.6-434,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,5,4,21,15,10,10,16,10,0,0,carotte
greenwar-v0.2.6-435,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,5,4,14,15,6,6,13,14,0,0,roseau
greenwar-v0.2.6-436,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,5,21,15,10,10,16,10,0,0,roseau
greenwar-v0.2.6-437,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,6,6,17,15,8,8,14,12,0,0,roseau
greenwar-v0.2.6-438,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,8,3,23,11,12,8,16,8,0,0,carotte
greenwar-v0.2.6-439,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,5,22,11,10,8,17,8,0,0,haricot
greenwar-v0.2.6-440,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,7,5,24,17,10,8,19,14,0,0,carotte
greenwar-v0.2.6-441,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,4,18,14,10,8,13,11,0,0,roseau
greenwar-v0.2.6-442,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,6,7,19,11,10,12,14,4,0,0,roseau
greenwar-v0.2.6-443,2>1,random,random,2,Hydrophytes,domination,6,0,1,2,4,7,6,22,13,10,8,17,10,0,0,roseau
greenwar-v0.2.6-444,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,8,8,25,16,12,10,18,11,0,0,roseau
greenwar-v0.2.6-445,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,7,5,21,13,12,8,14,10,0,0,roseau
greenwar-v0.2.6-446,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,5,21,15,12,10,14,10,0,0,nenuphar
greenwar-v0.2.6-447,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,3,3,8,5,18,14,10,6,13,13,0,0,haricot
greenwar-v0.2.6-448,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,5,7,6,21,13,8,8,18,10,0,0,roseau
greenwar-v0.2.6-449,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,8,5,23,14,12,8,16,11,0,0,roseau
greenwar-v0.2.6-450,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,5,8,18,19,6,10,17,14,0,0,roseau
greenwar-v0.2.6-451,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,8,6,21,12,10,10,16,7,0,0,roseau
greenwar-v0.2.6-452,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,5,19,21,12,12,12,14,0,0,roseau
greenwar-v0.2.6-453,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,4,21,12,12,6,14,11,0,0,roseau
greenwar-v0.2.6-454,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,5,19,14,8,8,16,11,0,0,carotte
greenwar-v0.2.6-455,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,4,6,7,24,15,10,10,19,10,0,0,algue
greenwar-v0.2.6-456,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,5,25,13,12,10,18,8,0,0,nenuphar
greenwar-v0.2.6-457,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,5,7,18,16,4,10,19,11,0,0,algue
greenwar-v0.2.6-458,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,1,7,6,17,14,10,10,12,9,0,0,carotte
greenwar-v0.2.6-459,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,4,6,7,20,16,10,10,15,11,0,0,roseau
greenwar-v0.2.6-460,2>1,random,random,2,Hydrophytes,domination,6,0,1,1,5,8,8,22,19,12,12,15,12,0,0,algue
greenwar-v0.2.6-461,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,7,5,23,17,12,10,16,12,0,0,roseau
greenwar-v0.2.6-462,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,3,5,5,22,15,10,8,17,12,0,0,roseau
greenwar-v0.2.6-463,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,1,4,6,18,17,4,10,19,12,0,0,roseau
greenwar-v0.2.6-464,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,8,4,23,17,12,12,16,10,0,0,nenuphar
greenwar-v0.2.6-465,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,5,4,18,15,10,8,13,12,0,0,carotte
greenwar-v0.2.6-466,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,4,5,7,18,15,6,8,17,12,0,0,roseau
greenwar-v0.2.6-467,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,5,21,18,10,12,16,11,0,0,roseau
greenwar-v0.2.6-468,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,7,6,23,15,14,8,14,12,0,0,roseau
greenwar-v0.2.6-469,2>1,random,random,2,Hydrophytes,domination,6,0,1,0,5,4,7,16,17,8,12,13,10,0,0,algue
greenwar-v0.2.6-470,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,1,0,6,5,23,15,12,10,16,10,0,0,carotte
greenwar-v0.2.6-471,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,4,7,5,18,10,12,8,11,7,0,0,roseau
greenwar-v0.2.6-472,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,2,7,4,22,13,10,8,17,10,0,0,roseau
greenwar-v0.2.6-473,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,5,6,17,13,8,8,14,10,0,0,roseau
greenwar-v0.2.6-474,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,2,6,6,16,22,10,12,11,15,0,0,carotte
greenwar-v0.2.6-475,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,7,3,20,13,8,8,17,10,0,0,roseau
greenwar-v0.2.6-476,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,6,6,20,17,12,12,13,10,0,0,haricot
greenwar-v0.2.6-477,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,8,5,26,11,12,8,19,8,0,0,roseau
greenwar-v0.2.6-478,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,8,6,19,10,12,8,12,7,0,0,roseau
greenwar-v0.2.6-479,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,8,6,22,17,14,12,13,10,0,0,carotte
greenwar-v0.2.6-480,2>1,random,random,2,Hydrophytes,domination,5,0,1,1,4,7,7,16,12,10,10,11,7,0,0,roseau
greenwar-v0.2.6-481,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,7,5,22,14,10,8,17,11,0,0,tomate
greenwar-v0.2.6-482,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,2,3,8,4,24,21,12,12,17,14,0,0,roseau
greenwar-v0.2.6-483,2>1,random,random,1,Nourricières,tiebreak-initiative,6,0,0,2,2,6,6,16,18,8,10,13,13,0,0,carotte
greenwar-v0.2.6-484,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,6,5,14,17,10,10,9,12,0,0,roseau
greenwar-v0.2.6-485,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,3,2,7,4,15,12,8,8,12,9,0,0,carotte
greenwar-v0.2.6-486,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,1,1,6,4,19,13,10,8,14,10,1,0,carotte
greenwar-v0.2.6-487,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,6,22,13,10,8,17,10,0,0,carotte
greenwar-v0.2.6-488,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,1,3,8,7,23,17,10,10,18,12,0,0,roseau
